uniqueID,CategoryGroupName,CG_Parameter,C_Parameter,PLU,Description,Price,URL
287502,Feb 2013 Member Month ToursNC,TOURSNC,TOURSNCC,10121201,Individual Mem Appreciation,99,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURSNC&C=TOURSNCC
287502,Feb 2013 Member Month ToursNC,TOURSNC,TOURSNCC,10121203,Family Mem Appreciation,199,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURSNC&C=TOURSNCC
287502,Feb 2013 Member Month ToursNC,TOURSNC,TOURSNCC,10121204,Family Plus Mem Appreciation,250,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURSNC&C=TOURSNCC
287502,Feb 2013 Member Month ToursNC,TOURSNC,TOURSNCC,10121205,Associate Mem Appreciation,500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURSNC&C=TOURSNCC
287507,Feb 2013 Member Month Tours7,TOURS7,TOURS7C,10121202,Senior Mem Appreciation,79,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS7&C=TOURS7C
287507,Feb 2013 Member Month Tours7,TOURS7,TOURS7C,10121201,Individual Mem Appreciation,99,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS7&C=TOURS7C
287507,Feb 2013 Member Month Tours7,TOURS7,TOURS7C,10121203,Family Mem Appreciation,199,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS7&C=TOURS7C
287507,Feb 2013 Member Month Tours7,TOURS7,TOURS7C,10121204,Family Plus Mem Appreciation,250,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS7&C=TOURS7C
287507,Feb 2013 Member Month Tours7,TOURS7,TOURS7C,10121205,Associate Mem Appreciation,500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS7&C=TOURS7C
287516,Feb 2013 Member Month Tours8,TOURS8,TOURS8C,10121202,Senior Mem Appreciation,79,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS8&C=TOURS8C
287516,Feb 2013 Member Month Tours8,TOURS8,TOURS8C,10121201,Individual Mem Appreciation,99,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS8&C=TOURS8C
287516,Feb 2013 Member Month Tours8,TOURS8,TOURS8C,10121203,Family Mem Appreciation,199,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS8&C=TOURS8C
287516,Feb 2013 Member Month Tours8,TOURS8,TOURS8C,10121204,Family Plus Mem Appreciation,250,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS8&C=TOURS8C
287516,Feb 2013 Member Month Tours8,TOURS8,TOURS8C,10121205,Associate Mem Appreciation,500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS8&C=TOURS8C
287525,Feb 2013 Member Month Tours9,TOURS9,TOURS9C,10121202,Senior Mem Appreciation,79,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS9&C=TOURS9C
287525,Feb 2013 Member Month Tours9,TOURS9,TOURS9C,10121201,Individual Mem Appreciation,99,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS9&C=TOURS9C
287525,Feb 2013 Member Month Tours9,TOURS9,TOURS9C,10121203,Family Mem Appreciation,199,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS9&C=TOURS9C
287525,Feb 2013 Member Month Tours9,TOURS9,TOURS9C,10121204,Family Plus Mem Appreciation,250,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS9&C=TOURS9C
287525,Feb 2013 Member Month Tours9,TOURS9,TOURS9C,10121205,Associate Mem Appreciation,500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS9&C=TOURS9C
287528,Feb 2013 Member Month Tours10,TOURS10,TOURS10C,10121202,Senior Mem Appreciation,79,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS10&C=TOURS10C
287528,Feb 2013 Member Month Tours10,TOURS10,TOURS10C,10121201,Individual Mem Appreciation,99,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS10&C=TOURS10C
287528,Feb 2013 Member Month Tours10,TOURS10,TOURS10C,10121203,Family Mem Appreciation,199,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS10&C=TOURS10C
287528,Feb 2013 Member Month Tours10,TOURS10,TOURS10C,10121204,Family Plus Mem Appreciation,250,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS10&C=TOURS10C
287528,Feb 2013 Member Month Tours10,TOURS10,TOURS10C,10121205,Associate Mem Appreciation,500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS10&C=TOURS10C
287537,Feb 2013 Member Month Tours15,TOURS15,TOURS15C,10121202,Senior Mem Appreciation,79,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS15&C=TOURS15C
287537,Feb 2013 Member Month Tours15,TOURS15,TOURS15C,10121201,Individual Mem Appreciation,99,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS15&C=TOURS15C
287537,Feb 2013 Member Month Tours15,TOURS15,TOURS15C,10121203,Family Mem Appreciation,199,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS15&C=TOURS15C
287537,Feb 2013 Member Month Tours15,TOURS15,TOURS15C,10121204,Family Plus Mem Appreciation,250,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS15&C=TOURS15C
287537,Feb 2013 Member Month Tours15,TOURS15,TOURS15C,10121205,Associate Mem Appreciation,500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS15&C=TOURS15C
287546,Feb 2013 Member Month Tours16,TOURS16,TOURS16C,10121202,Senior Mem Appreciation,79,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS16&C=TOURS16C
287546,Feb 2013 Member Month Tours16,TOURS16,TOURS16C,10121201,Individual Mem Appreciation,99,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS16&C=TOURS16C
287546,Feb 2013 Member Month Tours16,TOURS16,TOURS16C,10121203,Family Mem Appreciation,199,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS16&C=TOURS16C
287546,Feb 2013 Member Month Tours16,TOURS16,TOURS16C,10121204,Family Plus Mem Appreciation,250,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS16&C=TOURS16C
287546,Feb 2013 Member Month Tours16,TOURS16,TOURS16C,10121205,Associate Mem Appreciation,500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS16&C=TOURS16C
287502,Feb 2013 Member Month ToursNC,TOURSNC,TOURSNCC,10120007,Explorers Membership,1000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURSNC&C=TOURSNCC
287502,Feb 2013 Member Month ToursNC,TOURSNC,TOURSNCC,10120010,Curators,2500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURSNC&C=TOURSNCC
287502,Feb 2013 Member Month ToursNC,TOURSNC,TOURSNCC,10120051,Scientists,5000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURSNC&C=TOURSNCC
287502,Feb 2013 Member Month ToursNC,TOURSNC,TOURSNCC,10120052,Collectors,10000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURSNC&C=TOURSNCC
287507,Feb 2013 Member Month Tours7,TOURS7,TOURS7C,10120007,Explorers Membership,1000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS7&C=TOURS7C
287507,Feb 2013 Member Month Tours7,TOURS7,TOURS7C,10120010,Curators,2500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS7&C=TOURS7C
287507,Feb 2013 Member Month Tours7,TOURS7,TOURS7C,10120051,Scientists,5000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS7&C=TOURS7C
287507,Feb 2013 Member Month Tours7,TOURS7,TOURS7C,10120052,Collectors,10000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS7&C=TOURS7C
287516,Feb 2013 Member Month Tours8,TOURS8,TOURS8C,10120007,Explorers Membership,1000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS8&C=TOURS8C
287516,Feb 2013 Member Month Tours8,TOURS8,TOURS8C,10120010,Curators,2500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS8&C=TOURS8C
287516,Feb 2013 Member Month Tours8,TOURS8,TOURS8C,10120051,Scientists,5000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS8&C=TOURS8C
287516,Feb 2013 Member Month Tours8,TOURS8,TOURS8C,10120052,Collectors,10000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS8&C=TOURS8C
287525,Feb 2013 Member Month Tours9,TOURS9,TOURS9C,10120007,Explorers Membership,1000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS9&C=TOURS9C
287525,Feb 2013 Member Month Tours9,TOURS9,TOURS9C,10120010,Curators,2500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS9&C=TOURS9C
287525,Feb 2013 Member Month Tours9,TOURS9,TOURS9C,10120051,Scientists,5000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS9&C=TOURS9C
287525,Feb 2013 Member Month Tours9,TOURS9,TOURS9C,10120052,Collectors,10000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS9&C=TOURS9C
287528,Feb 2013 Member Month Tours10,TOURS10,TOURS10C,10120007,Explorers Membership,1000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS10&C=TOURS10C
287528,Feb 2013 Member Month Tours10,TOURS10,TOURS10C,10120010,Curators,2500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS10&C=TOURS10C
287528,Feb 2013 Member Month Tours10,TOURS10,TOURS10C,10120051,Scientists,5000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS10&C=TOURS10C
287528,Feb 2013 Member Month Tours10,TOURS10,TOURS10C,10120052,Collectors,10000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS10&C=TOURS10C
287537,Feb 2013 Member Month Tours15,TOURS15,TOURS15C,10120007,Explorers Membership,1000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS15&C=TOURS15C
287537,Feb 2013 Member Month Tours15,TOURS15,TOURS15C,10120010,Curators,2500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS15&C=TOURS15C
287537,Feb 2013 Member Month Tours15,TOURS15,TOURS15C,10120051,Scientists,5000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS15&C=TOURS15C
287537,Feb 2013 Member Month Tours15,TOURS15,TOURS15C,10120052,Collectors,10000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS15&C=TOURS15C
287546,Feb 2013 Member Month Tours16,TOURS16,TOURS16C,10120007,Explorers Membership,1000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS16&C=TOURS16C
287546,Feb 2013 Member Month Tours16,TOURS16,TOURS16C,10120010,Curators,2500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS16&C=TOURS16C
287546,Feb 2013 Member Month Tours16,TOURS16,TOURS16C,10120051,Scientists,5000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS16&C=TOURS16C
287546,Feb 2013 Member Month Tours16,TOURS16,TOURS16C,10120052,Collectors,10000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TOURS16&C=TOURS16C
7488,Web Ticketing,WEBTIC,DEANM,10181003,Dean Lecture - Member,8,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=WEBTIC&C=DEANM
301909,Discover Science,DiscoverScience,toddlertreks,10130010,Toddler Treks - Child,7,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=DiscoverScience&C=toddlertreks
309353,Workshops,TWS,WORKSHOPSERIES1,10160873,Workshop Series Package - SF Exploring the NGSS,35,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TWS&C=WORKSHOPSERIES1
309353,Workshops,TWS,WORKSHOPSERIES1,10160893,Workshop Series Package - SF Exploring the NGSS,35,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TWS&C=WORKSHOPSERIES1
309353,Workshops,TWS,WORKSHOPSERIES1,10160933,Workshop Series Package - SF NGSS Spotlight,35,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TWS&C=WORKSHOPSERIES1
309335,Workshops,TWS,TISSWORK1,10160861,Workshop Series Package - TISS Exploring the NGSS,0,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TWS&C=TISSWORK1
309335,Workshops,TWS,TISSWORK1,10160881,Workshop Series Package - TISS Exploring the NGSS,0,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TWS&C=TISSWORK1
309335,Workshops,TWS,TISSWORK1,10160921,Workshop Series Package - TISS NGSS Spotlight,0,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TWS&C=TISSWORK1
309322,Workshops,TWS,SSWORKSHOPS1,10160132,Workshop - GEN-SF Teacher (Single Session),15,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TWS&C=SSWORKSHOPS1
309322,Workshops,TWS,SSWORKSHOPS1,10160133,Workshop - NON-SF Teacher (Single Session),15,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TWS&C=SSWORKSHOPS1
309351,Workshops,TWS,WORK1,10160137,Workshops - GEN-SF Teacher (Citizen Science),35,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TWS&C=WORK1
309351,Workshops,TWS,WORK1,10160138,Workshops - NON-SF Teacher (Citizen Science),35,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TWS&C=WORK1
349875,General Admission,generaladmission,generaladmission,10110001,Adult  Admission,29.95,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=generaladmission&C=generaladmission
349875,General Admission,generaladmission,generaladmission,10110003,Child  Admission,19.95,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=generaladmission&C=generaladmission
349875,General Admission,generaladmission,generaladmission,10110004,Youth  Admission,24.95,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=generaladmission&C=generaladmission
349875,General Admission,generaladmission,generaladmission,10110005,Student Admission,24.95,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=generaladmission&C=generaladmission
349875,General Admission,generaladmission,generaladmission,10110006,Senior Admission,24.95,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=generaladmission&C=generaladmission
353882,Behind-the-Scenes Tours,BTST,BTSAQUARIUM,10141028,BTS: Aquarium Tour Pkg & Adult - (Ages 8+),54.9,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=BTST&C=BTSAQUARIUM
353882,Behind-the-Scenes Tours,BTST,BTSAQUARIUM,10141030,BTS: Aquarium Tour Pkg & Child - (Ages 8+),44.9,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=BTST&C=BTSAQUARIUM
353882,Behind-the-Scenes Tours,BTST,BTSAQUARIUM,10141029,BTS: Aquarium Tour Pkg & Youth - (Ages 8+),49.9,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=BTST&C=BTSAQUARIUM
353882,Behind-the-Scenes Tours,BTST,BTSAQUARIUM,10141031,BTS: Aquarium Tour Pkg & Student - (Ages 8+),49.9,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=BTST&C=BTSAQUARIUM
353882,Behind-the-Scenes Tours,BTST,BTSAQUARIUM,10141032,BTS: Aquarium Tour Pkg & Senior - (Ages 8+),49.9,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=BTST&C=BTSAQUARIUM
353880,Behind-the-Scenes Tours,BTST,BTSACADEMY,10141128,BTS: Academy Tour Pkg & Adult - (Ages 8+),54.9,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=BTST&C=BTSACADEMY
353880,Behind-the-Scenes Tours,BTST,BTSACADEMY,10141130,BTS: Academy Tour Pkg & Child - (Ages 8+),44.9,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=BTST&C=BTSACADEMY
353880,Behind-the-Scenes Tours,BTST,BTSACADEMY,10141129,BTS: Academy Tour Pkg & Youth - (Ages 8+),49.9,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=BTST&C=BTSACADEMY
353880,Behind-the-Scenes Tours,BTST,BTSACADEMY,10141131,BTS: Academy Tour Pkg & Student - (Ages 8+),49.9,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=BTST&C=BTSACADEMY
353880,Behind-the-Scenes Tours,BTST,BTSACADEMY,10141132,BTS: Academy Tour Pkg & Senior - (Ages 8+),49.9,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=BTST&C=BTSACADEMY
353883,Behind-the-Scenes Tours,BTST,BTSAQUARIUMEM,10141026,Behind-the-Scenes: Aquarium Member - (Ages 8+),24.95,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=BTST&C=BTSAQUARIUMEM
353881,Behind-the-Scenes Tours,BTST,BTSACADEMYMEM,10141126,Behind-the-Scenes: Academy Member - (Ages 8+),24.95,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=BTST&C=BTSACADEMYMEM
354090,Gifts,GIFT1,STOURS1,10141033,BTS: Aquarium Gift Tour Pkg & Adult - (Ages 8+),54.9,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=GIFT1&C=STOURS1
354090,Gifts,GIFT1,STOURS1,10141035,BTS: Aquarium Gift Tour Pkg & Child - (Ages 8+),44.9,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=GIFT1&C=STOURS1
354090,Gifts,GIFT1,STOURS1,10141034,BTS: Aquarium Gift Tour Pkg & Youth - (Ages 8+),49.9,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=GIFT1&C=STOURS1
354090,Gifts,GIFT1,STOURS1,10141036,BTS: Aquarium Gift Tour Pkg & Student - (Ages 8+),49.9,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=GIFT1&C=STOURS1
354090,Gifts,GIFT1,STOURS1,10141037,BTS: Aquarium Gift Tour Pkg & Senior - (Ages 8+),49.9,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=GIFT1&C=STOURS1
518,Membership,CASCTGP,MEMBERS,10120002,Senior Membership,79,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=CASCTGP&C=MEMBERS
518,Membership,CASCTGP,MEMBERS,10120001,Individual Membership,99,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=CASCTGP&C=MEMBERS
518,Membership,CASCTGP,MEMBERS,10120003,Family Membership,199,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=CASCTGP&C=MEMBERS
518,Membership,CASCTGP,MEMBERS,10120004,Family Plus Membership,250,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=CASCTGP&C=MEMBERS
518,Membership,CASCTGP,MEMBERS,10120005,Associate Membership,500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=CASCTGP&C=MEMBERS
322127,Academy Lectures,AcademyLectures,GApritzkerlecture,10181001,Dean Lecture - General,12,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=AcademyLectures&C=GApritzkerlecture
322127,Academy Lectures,AcademyLectures,GApritzkerlecture,10181002,Dean Lecture - Senior,10,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=AcademyLectures&C=GApritzkerlecture
322119,Academy Lectures,AcademyLectures,GAdeanlecture,10181042,Leakey Lecture - General,15,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=AcademyLectures&C=GAdeanlecture
322119,Academy Lectures,AcademyLectures,GAdeanlecture,10181043,Leakey Lecture - Senior,12,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=AcademyLectures&C=GAdeanlecture
322123,Academy Lectures,AcademyLectures,GAleakeylecture,10181055,Special Lecture: GULP! - Adults,12,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=AcademyLectures&C=GAleakeylecture
322123,Academy Lectures,AcademyLectures,GAleakeylecture,10181056,Special Lecture: GULP! - Seniors,10,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=AcademyLectures&C=GAleakeylecture
322128,Academy Lectures,AcademyLectures,GAspeciallecture,10181026,SF Public Library Talk,0,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=AcademyLectures&C=GAspeciallecture
322119,Academy Lectures,AcademyLectures,GAdeanlecture,10181045,Leakey Lecture - Leakey Foundation Member,12,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=AcademyLectures&C=GAdeanlecture
322156,Academy Lectures,AcademyLectures,MEMBERdeanlecture,10181013,Pritzker Lecture - Member,0,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=AcademyLectures&C=MEMBERdeanlecture
322162,Academy Lectures,AcademyLectures,MEMBERpritzkerlecture,10181044,Leakey Lecture - Member,12,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=AcademyLectures&C=MEMBERpritzkerlecture
322159,Academy Lectures,AcademyLectures,MEMBERleakeylecture,10181057,Special Lecture: GULP! - Member,10,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=AcademyLectures&C=MEMBERleakeylecture
309353,Workshops,TWS,WORKSHOPSERIES1,10160913,Workshop Series Package - SF NGSS Spotlight,35,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TWS&C=WORKSHOPSERIES1
309335,Workshops,TWS,TISSWORK1,10160901,Workshop Series Package - TISS NGSS Spotlight,0,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=TWS&C=TISSWORK1
371126,Donations,DONATION,DONATE,10125102,Donation $25,25,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=DONATION&C=DONATE
371126,Donations,DONATION,DONATE,10125103,Donation $50,50,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=DONATION&C=DONATE
371126,Donations,DONATION,DONATE,10125105,Donation $100,100,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=DONATION&C=DONATE
371126,Donations,DONATION,DONATE,10125106,Donation $250,250,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=DONATION&C=DONATE
371126,Donations,DONATION,DONATE,10125107,Donation $500,500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=DONATION&C=DONATE
371126,Donations,DONATION,DONATE,10125108,Donation $1000,1000,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=DONATION&C=DONATE
380693,Sleepovers,SLEEPOVERS,sleepover,10172011,Penguins + Pajamas - Adult,99,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=SLEEPOVERS&C=sleepover
380693,Sleepovers,SLEEPOVERS,sleepover,10172012,Penguins + Pajamas - Child,99,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=SLEEPOVERS&C=sleepover
380697,Sleepovers,SLEEPOVERS,sleepovermember,10172013,Penguins + Pajamas - Member,79,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=SLEEPOVERS&C=sleepovermember
380697,Sleepovers,SLEEPOVERS,sleepovermember,10172014,Penguins + Pajamas - Member Child,79,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=SLEEPOVERS&C=sleepovermember
380695,Sleepovers,SLEEPOVERS,sleepoveradults,10172111,P+P for Grownups - Adult,99,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=SLEEPOVERS&C=sleepoveradults
380696,Sleepovers,SLEEPOVERS,sleepoveradultsmember,10172113,P+P for Grownups - Member,79,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=SLEEPOVERS&C=sleepoveradultsmember
392043,Educational Programs,EP,ANT2,10130020,Ant Course - Student,975,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=EP&C=ANT2
392043,Educational Programs,EP,ANT2,10130021,Ant Course - Non-Student,1275,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=EP&C=ANT2
322122,Academy Lectures,AcademyLectures,GAkeplerstory,10181060,Special Lecture: Kepler General Admission,15,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=AcademyLectures&C=GAkeplerstory
322158,Academy Lectures,AcademyLectures,MEMBERkeplerstory,10181063,Special Lecture: Kepler Member,15,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=AcademyLectures&C=MEMBERkeplerstory
422494,Development Events,DevEvents,Tickets2013Halloween,10332052,SuperNatural Halloween - Adult General Admission,50,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=DevEvents&C=Tickets2013Halloween
422494,Development Events,DevEvents,Tickets2013Halloween,10332054,SuperNatural Halloween - Child General Admission,35,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=DevEvents&C=Tickets2013Halloween
422345,Development Events,DevEvents,Donations2013Halloween,10250010,SuperNatural Donation,0,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=DevEvents&C=Donations2013Halloween
10852,Web Donations,WEBDON,DONATIONS,10250009,Open Price Donation,0,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=WEBDON&C=DONATIONS
441363,Brilliant!Science,BrilliantScience,GAeye,10181065,Program Series Package: Eye-Opening Science - Adult,90,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=BrilliantScience&C=GAeye
441408,Brilliant!Science,BrilliantScience,MEMeye,10181073,Program Series Package: Eye-Opening Science - Member,90,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=BrilliantScience&C=MEMeye
422494,Development Events,DevEvents,Tickets2013Halloween,10332053,SuperNatural Halloween - Adult Member General Admission,50,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=DevEvents&C=Tickets2013Halloween
422494,Development Events,DevEvents,Tickets2013Halloween,10332055,SuperNatural Halloween - Child Member General Admission,35,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=DevEvents&C=Tickets2013Halloween
323021,Membership Renewals,MEMREN,RENEW,10120101,Individual Membership Renewal,99,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=MEMREN&C=RENEW
323021,Membership Renewals,MEMREN,RENEW,10120102,Senior Membership Renewal,79,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=MEMREN&C=RENEW
323021,Membership Renewals,MEMREN,RENEW,10120103,Family Membership Renewal,199,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=MEMREN&C=RENEW
323021,Membership Renewals,MEMREN,RENEW,10120104,Family Plus Membership Renewal,250,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=MEMREN&C=RENEW
323021,Membership Renewals,MEMREN,RENEW,10120105,Associate Membership Renewal,500,https://ticketing.calacademy.org/webstore/shop/ViewItems.aspx?CG=MEMREN&C=RENEW
